user,reward
0x8c7751c07CCC062Dab7863B6d2Fd2d3b872b23c1,351.948894498821092492
0xa231AA34C4acA5543E910e6b0D24B14d20933917,0.015021281745927906
0x97Ccb2DB265fA5EBA774cB609A4F7A625c286856,0.03250263568198233
0x8794941Dd8fE7804Ba8D2D1189a041aF36f5A588,0.010583490301173305
0xeb11255b15600390e60a7aa1FBe1C821F6D0FD8a,0.151063089317031761
0xf24b2315e851E27d4F867E251e037E1c73a31285,0.156653362279021377
0x63095Ce68aE2f6DC0a3E068d97F2d392c51EBD06,60.350486470793958147
0x5947021aBb36F092e5110DaB43B7850b739BB520,600.60286216556064223
0x542a19c328650051733ddAE1794aDDAf8670B8c3,25.555098554872513836
0xA4c8d9e4Ec5f2831701A81389465498B83f9457d,11.38334420545275604
0xA697AEdF5af55fd7a3D75122fAa8fFC57e84261C,16.437659689396238858
0xb60D5239391BC26A363a10aE2c772CAd0438Eb21,0.032653359642777346
0x0edCAEB7270005F31E51790bA2c5c574fF24dEc6,29.027645746568692455
0x67C2952229D829B8bC40BA3c957e943d884FC739,48.261374900447201175
0xDC7C6F367E4680D3B8e4ceAB1e65cB7E361314A1,0.430969118331185799
0x94969A30126FBe6123E5A0f9076C77A21081bdAD,18.492966802536674021
0xf00C9CAe156084EF119ABb5822fc5f86f79d184e,116.825670747476469694
0xbB72d39ba7F1F4b81808FF9112c03b26A2f560Ec,433.356885986393368496
0xeFEA6725B90A234B8d7eA5e5887dCbeAa82d8B75,23.940277191712249663
0xda1C97b1Ee2EdF8E99e9eF225549A74A049B6798,124.708234714394513459
0x85dAe618f69Cf79dfc36Adb20145f575a01db94a,9.509303654425496456
0xd7cE367fA0e74F11Ae934939712ff2e3d634b5E7,494.720098829398106181
0x37abA67ADBc27C9434Fcd9fC7cE7F00a06066A41,4.39622106008006392
0x5581a2536F0cEb3500079c574DDdEB515D8b027e,3.428948821656136682
0xf23cFd24FA504b82e50aC50Cd26319922626406B,1.639663786539566003
0x2DcabEc2934D043D74e5234a5BAD2924C07208eD,4.786511939651035605
0xbab34ea9e3864EBa6b4B056F7f455147d64A4926,6.961052677717288281
0xF63b9D007013a850f9ad628D9268865070721dFD,162.116148843285748353
0x81Ef89f8D1c59949FefF0C618EBe69C9e6FFd540,11.676587984398735845
0x6B5e7f211e9E870F0139400bF91F70A03153d730,2694.914474881984192955
